,property_a,property_b
sample_115,0.48205046566120513,0.70835903804332
sample_116,0.5240834011511042,0.7200002948170017
sample_117,0.6279551856193292,0.5448334836120792
sample_118,0.6137106240328462,0.6073138707775829
sample_119,0.6283057291052319,0.6375612962488812
sample_120,0.7933987719844446,0.47231592740896955
sample_121,0.780556046639317,0.5211695215778843
sample_122,0.9808343537533595,0.3708249708040113
sample_123,0.09441958125687139,0.07917046500386526
sample_124,0.06945424900066371,0.2519093432056952
sample_125,0.07332858340332471,0.3924152597133198
sample_126,0.10604258446485448,0.5006882145267387
sample_127,0.16759625218525304,0.5767282076459521
sample_128,0.2579895865645202,0.6205352390709599
sample_129,0.37722258760265603,0.6321093088017621
sample_130,0.5252952552996606,0.6114504168383587
sample_131,0.7022075896555342,0.5585585631807496
sample_132,0.907959590670276,0.4734337478289352
sample_133,1.1425512583438866,0.356075970782915
sample_134,0.08366736659889026,0.2387706983061625
sample_135,0.06010387058403788,0.3978827835114036
sample_136,0.16245138249269317,0.6818212689618934
sample_137,0.25424655311331557,0.7120015073903123
sample_138,0.7026700649283955,0.6091444525103351
sample_139,0.9098239021844927,0.5103928441619315
sample_140,0.09490714734470854,0.36939753120661123
sample_141,0.07274548757121155,0.5148828234152634
sample_142,0.07942349445658323,0.6281351539297099
sample_143,0.11494116800082357,0.7091545227499508
sample_144,0.17929850820393262,0.7579409298759862
sample_145,0.2724955150659104,0.7744943753078158
sample_146,0.39453218858675687,0.75881485904544
sample_147,0.545408528766472,0.7109023810888588
sample_148,0.7251245356050562,0.6307569414380718
sample_149,0.12813892349432635,0.47105096370521143
sample_150,0.10737909996218456,0.6029094629172744
sample_151,0.1154589430889115,0.7025350004351321
sample_152,0.1523784528745072,0.7699275762587838
sample_153,0.21813762931897157,0.8050871903882302
sample_154,0.31273647242230457,0.8080138428234709
sample_155,0.43617498218450634,0.7787075335645062
sample_156,0.5884531586055768,0.7171682626113358
sample_157,0.18336269504774344,0.5437309958019629
sample_158,0.16400470775695694,0.661962702017437
sample_159,0.17348638712503917,0.7479614465387056
sample_160,0.21180773315199017,0.8017272293657685
sample_161,0.2789687458378098,0.8232600504986258
sample_162,0.37496942518249815,0.8125599099372776
sample_163,0.4998097711860553,0.7696268076817238
sample_164,0.2605784620049599,0.5874376274968658
sample_165,0.2426223109555287,0.6920425407157509
sample_166,0.25350582656496623,0.7644144922404303
sample_167,0.2932290088332725,0.8045534820709043
sample_168,0.3617918577604475,0.8124595102071726
sample_169,0.45919437334649116,0.7881325766492353
sample_170,0.35978622436597574,0.60217085878992
sample_171,0.34323190955789984,0.6931489790122162
sample_172,0.35551726140869266,0.7518941375403067
sample_173,0.3966422799183543,0.7784063343741915
sample_174,0.46660696508688454,0.7726855695138709
sample_175,0.46583350356407033,0.6652820169068328
sample_176,0.4795206916562185,0.7104003824383343
sample_177,0.5220475464072354,0.7232857862756301
sample_178,0.6241777352994058,0.5447171201704828
sample_179,0.6104270929740404,0.6084416543996009
sample_180,0.6255161173075439,0.6399332269345134
sample_181,0.7893614838718197,0.4725301502579912
sample_182,0.7770126777878097,0.5226278914905202
sample_183,0.9765372278480331,0.37136977994365095
sample_184,0.09282082060091901,0.0764594434101607
sample_185,0.06834940760582903,0.25044246867560505
sample_186,0.07271766126960783,0.3921925322468439
sample_187,0.10592558159225532,0.5017096341238771
sample_188,0.1679731685737716,0.5789937743067047
sample_189,0.25886042221415645,0.6240449527953268
sample_190,0.37858734251341003,0.6368631695897432
sample_191,0.5271539294715323,0.6174484246899542
sample_192,0.7045601830885235,0.5658007180959593
sample_193,0.9108061033643833,0.48192004980775915
sample_194,1.1458916902991114,0.3658064198253534
sample_195,0.08180876815023638,0.23639026300307603
sample_196,0.058739191396501717,0.39674649527193145
sample_197,0.16256846108851017,0.6844174219132642
sample_198,0.2548575509702503,0.7158418074052972
sample_199,0.7047628205686833,0.6167171937161628
sample_200,0.9124105770858983,0.5192097324313735
sample_201,0.09278871110335316,0.3673476821941428
sample_202,0.07112097059097391,0.5140771214664093
sample_203,0.07829289673746329,0.62857359904447
sample_204,0.11430448954282135,0.7108371149283252
sample_205,0.17915574900704812,0.7608676691179749
sample_206,0.27284667513014366,0.7786652616134189
sample_207,0.3953772679121078,0.7642298924146572
sample_208,0.5467475273529407,0.7175615615216904
sample_209,0.7269574534526426,0.6386602689345175
sample_210,0.12576064946026938,0.46933170098336097
sample_211,0.1054947451892454,0.6024343472590383
sample_212,0.11406850757709008,0.7033040318405102
sample_213,0.15148193662380346,0.7719407547277762
sample_214,0.21773503232938557,0.8083445159208369
sample_215,0.31282779469383637,0.8125153154196918
sample_216,0.43676022371715584,0.7844531532243414
sample_217,0.589532319399344,0.7241580293347855
sample_218,0.180724583220985,0.5423423193707304
sample_219,0.16186051519131625,0.6618181726498189
sample_220,0.1718361138205162,0.7490610642347018
sample_221,0.21065137910858495,0.8040709941253787
sample_222,0.2783063110555223,0.8268479623218505
sample_223,0.3748009096613284,0.8173919688241165
sample_224,0.5001351749260032,0.775703013632177
sample_225,0.25768051238549994,0.5863795373562514
sample_226,0.2402182805971865,0.6922285976387508
sample_227,0.2515957154677418,0.7658446962270444
sample_228,0.29181281699716577,0.8072278331211328
sample_229,0.3608695851854585,0.8163780083210154
sample_230,0.4587660200326199,0.7932952218266924
sample_231,0.3566284369538143,0.6014433549399236
sample_232,0.34056804140685615,0.693665622225834
sample_233,0.3533473125187667,0.7536549278175388
sample_234,0.3949662502895461,0.781411271715038
sample_235,0.46542485471919404,0.7769346539183316
sample_236,0.477568356925928,0.5875337721217474
sample_237,0.46290979762032514,0.6661292464110686
sample_238,0.4770909049735911,0.7124917590061846
sample_239,0.5201116789857256,0.7266213099070946
sample_240,0.6205002723018412,0.5446507889017225
sample_241,0.6072435492375938,0.6096194701944548
sample_242,0.6228264928322149,0.6423551897929816
sample_243,0.7854241830815538,0.4727944052798489
sample_244,0.7735692962586616,0.5241362935759922
sample_245,0.9723400892650655,0.3719646212561267
sample_246,0.0913220472673257,0.0737984539892923
sample_247,0.06734455353335347,0.24902562631835085
sample_248,0.07220672645825002,0.39201983695320397
sample_249,0.10590856604201523,0.5027810858938515
sample_250,0.1684500722846492,0.5813093731402934
sample_251,0.2598312451861518,0.6276046986925297
sample_252,0.38005208474652313,0.6416670625505604
sample_253,0.5291125909657631,0.6234964647143857
sample_254,0.707012763843872,0.5730929051840051
sample_255,0.9137526033808496,0.49045638395941926
sample_256,1.1493321095766955,0.37558690104062764
sample_257,0.08005015702394161,0.23405985987282563
sample_258,0.05747449953132469,0.39566023920529525
sample_259,0.1627855270066863,0.6870636070374708
sample_260,0.25556853614954417,0.7197321395931181
sample_261,0.7069555635313304,0.6243399670948266
sample_262,0.9150972393096632,0.5280766528736516
sample_263,0.09077026218435685,0.3653478653545104
sample_264,0.06959644093309533,0.513321451690391
sample_265,0.07726228634070242,0.6290620763320661
sample_266,0.11376779840717827,0.7125697392795356
sample_267,0.17911297713252272,0.7638444405327995
sample_268,0.27329782251673596,0.7828861800918577
sample_269,0.3963223345598179,0.7696949579567105
sample_270,0.5481865132617685,0.724270774127358
sample_271,0.7288903586225881,0.6466136286037993
sample_272,0.1234823627485716,0.46766247043434656
sample_273,0.10371037773866532,0.6020092637736382
sample_274,0.11277805938762767,0.7041230954187243
sample_275,0.15068540769545882,0.7740039653696047
sample_276,0.21743242266215868,0.8116518736262797
sample_277,0.31301910428772717,0.817066820188749
sample_278,0.4374454525721644,0.7902488050570127
sample_279,0.5907114675154703,0.7311978282310709
sample_280,0.17818645871658567,0.541003675112334
sample_281,0.15981630994803467,0.6617236754550367
sample_282,0.1702858278383523,0.7502107141035339
sample_283,0.2095950123875388,0.8064647910578253
sample_284,0.2777438635955939,0.8304859063179112
sample_285,0.37473238146251775,0.8222740598837915
sample_286,0.5005605659883103,0.7818292517554662
sample_287,0.2548825500883991,0.585371479388473
sample_288,0.2379142375612034,0.6924646867345867
sample_289,0.24978559169287645,0.7673249323864947
sample_290,0.2904966124834181,0.8099522163441972
sample_291,0.3600472999328285,0.820346538607694
sample_292,0.4584376540411078,0.7985078991769854
sample_293,0.3535706368640119,0.6007658832627633
sample_294,0.33800416057817156,0.6942322976122879
sample_295,0.35127735095119983,0.755465750267607
sample_296,0.3933902079830969,0.7844662412287204
sample_297,0.46434273167386264,0.7812337704956284
sample_298,0.4742507190434242,0.587186886735205
sample_299,0.46008607899893905,0.6670265080881406
sample_300,0.47476110561332274,0.7146331677468707
sample_301,0.5182757988865749,0.7300068657113952
sample_302,0.616922796626636,0.5446344898057981
sample_303,0.6041599928235061,0.6108473181621448
sample_304,0.620236855679245,0.6448271848242858
sample_305,0.7815868696136469,0.47310869247454257
sample_306,0.7702259020518722,0.5256947278343002
sample_307,0.968242938004457,0.3726094947414384
sample_308,0.08992326125609149,0.07118749674125985
sample_309,0.066439686783237,0.2476588161339327
sample_310,0.07179577896925124,0.3918971738324001
sample_311,0.10599153781413417,0.5039025698366618
sample_312,0.16902696331788594,0.583675004146718
sample_313,0.26090205548050627,0.6312144767625687
sample_314,0.3816168143019953,0.6465209876842137
sample_315,0.531171239782353,0.6295945369116531
sample_316,0.7095653319215797,0.580435124444887
sample_317,0.9167990907196748,0.49904275028391526
sample_318,1.1528725161766387,0.385417414428738
sample_319,0.07839153322000594,0.23177948891541117
sample_320,0.05630979498850672,0.39462401531149516
sample_321,0.1631025802472215,0.6897598243345135
sample_322,0.2563795086511971,0.723672503953775
sample_323,0.7092482938163365,0.6320127726463264
sample_324,0.9178838888557872,0.5369936054887656
sample_325,0.08885180058771963,0.36339808068771395
sample_326,0.06817189859757583,0.5126158140872089
sample_327,0.07633166326630075,0.6296005857924982
sample_328,0.1133310945938942,0.714352395803582
sample_329,0.17917019258035644,0.7668712441204603
sample_330,0.2738489572256874,0.7871571307431328
sample_331,0.39736738852988707,0.7752100556715997
sample_332,0.5497254864929553,0.7310300189058614
sample_333,0.7309232511148926,0.6546170204459172
sample_334,0.12130406335923288,0.46604327205816815
sample_335,0.10202599761044434,0.6016342124610741
sample_336,0.11158759852052444,0.7049921911697744
sample_337,0.1499888660894733,0.7761172081842691
sample_338,0.2172298003172909,0.8150092635045583
sample_339,0.3133104012039771,0.8216683571306419
sample_340,0.4382306687495321,0.7960944890625199
sample_341,0.5919906029539557,0.7382876593001925
sample_342,0.17574832153454548,0.5397150630267736
sample_343,0.15787209202711217,0.6616792104330906
sample_344,0.16883552917854755,0.751410396145202
sample_345,0.20863863298885177,0.8089086201631077
sample_346,0.27728140345802454,0.8341738824868079
sample_347,0.37476384058606615,0.8272061831163026
sample_348,0.5010859443729765,0.7880055220515915
sample_349,0.2521845751136574,0.5844134535935307
sample_350,0.23571018184757941,0.6927508080032585
sample_351,0.24807545524037017,0.7688552007187809
sample_352,0.2892803952920296,0.8127266317400976
sample_353,0.3593250020025577,0.8243651010672088
sample_354,0.45820927537195466,0.8037706087001144
sample_355,0.3506128240965687,0.6001384437584389
sample_356,0.33554026707184603,0.6948490051715779
sample_357,0.34930737670599205,0.7573266048905112
sample_358,0.39191415299900684,0.7875712429152388
sample_359,0.46336059595089035,0.7855829192457611
sample_360,0.4710330684832794,0.5868900335214987
sample_361,0.457362347699912,0.6679738019380486
sample_362,0.47253129357541346,0.7168246086603929
sample_363,0.5165399061097834,0.7334424536885317
sample_364,0.6134453082737895,0.5446682228827098
sample_365,0.6011764237317775,0.6121251983026708
sample_366,0.617747205848634,0.6473492120284261
sample_367,0.777849543468099,0.4734730118420723
sample_368,0.7669824951674422,0.5273031942654441
sample_369,0.9642457740662078,0.3733044003995861
sample_370,0.08862446256721637,0.06862657166606345
sample_371,0.06563480735547958,0.2463420381223505
sample_372,0.07148481880261154,0.3918245428844322
sample_373,0.1061744969086123,0.5050740859523082
sample_374,0.16970384167348174,0.5860906673259787
sample_375,0.2620728530972198,0.6348742870054436
sample_376,0.38328153117982655,0.6514249449907029
sample_377,0.533329875921302,0.6357426412817566
sample_378,0.7122178873216463,0.5878273758786047
sample_379,0.9199455653808595,0.5076791487812473
sample_380,1.1565129100989409,0.3952979599896843
sample_381,0.07683289673842927,0.22954915013083277
sample_382,0.05524507776804777,0.39363782359053096
sample_383,0.16351962081011576,0.6925060738043921
sample_384,0.2572904684752091,0.727662900487268
sample_385,0.7116410114237016,0.6397356103706622
sample_386,0.9207705257242702,0.5459605902767157
sample_387,0.08703332631344146,0.3614983281937536
sample_388,0.06684734358441546,0.5119602086568628
sample_389,0.07550102751425802,0.6301891274257665
sample_390,0.1129943781029692,0.7161850845004645
sample_391,0.17932739535054923,0.7699480798809568
sample_392,0.27450007925699793,0.7914781135672437
sample_393,0.3985124298223153,0.780775185559325
sample_394,0.5513644470465013,0.7378392958572009
sample_395,0.7330561309295562,0.662670444460871
sample_396,0.11922575129225321,0.4644741058548258
sample_397,0.10044160480458239,0.601309193321346
sample_398,0.11049712497578026,0.7059113190936606
sample_399,0.14939231180584683,0.7782804831717696
sample_400,0.21712716529478215,0.818416685555673
sample_401,0.3137016854425861,0.8263199262453709
sample_402,0.43911587224925874,0.8019902052408632
sample_403,0.5933697257148001,0.7454275225421501
sample_404,0.1734101716748643,0.5384764831140493
sample_405,0.15602786142854874,0.6616847775839806
sample_406,0.16748521784110185,0.7526601103597061
sample_407,0.2077822409125238,0.8114024814412262
sample_408,0.2769189306428143,0.8379118908285406
sample_409,0.3748952870319736,0.8321883385216495
sample_410,0.5017113100800017,0.7942318245205529
sample_411,0.24958658746127474,0.5835054599714242
sample_412,0.2336061134563145,0.6930869614447664
sample_413,0.24646530611022296,0.770435501223903
sample_414,0.2881641654230001,0.8155510793088341
sample_415,0.358702691394646,0.8284336956995596
sample_416,0.4580808840251607,0.8090833503960795
sample_417,0.34775499865148457,0.5995610364269506
sample_418,0.3331763608878796,0.6955157449037038
sample_419,0.34743738978314337,0.7592374916862514
sample_420,0.39053808533727585,0.7907262767745934
sample_421,0.462478447550277,0.7899821001687299
sample_422,0.46791540524549374,0.5866432124806283
sample_423,0.45473860372324404,0.6689711279607925
sample_424,0.47040146885986317,0.7190660817467511
sample_425,0.5149040006553509,0.7369280738385042
sample_426,0.6100678072433023,0.5447519881324575
sample_427,0.5982928419624081,0.6134531106160327
sample_428,0.6153575433403824,0.6499212714054023
sample_429,0.7638390756053715,0.5289616928694242
sample_430,0.9603485974503179,0.37404933823056985
sample_431,0.08742565120070037,0.06611567876370295
sample_432,0.06492991525008132,0.24507529228360436
sample_433,0.07127384595833103,0.3918019441093003
sample_434,0.10645744332544946,0.5062956342407906
sample_435,0.1704807073514366,0.5885563626780754
sample_436,0.2633436380362924,0.6385841294211545
sample_437,0.3850462353800169,0.6563789344700282
sample_438,0.5355884993826101,0.6419407778246962
sample_439,0.7149704300440722,0.5952696594851585
sample_440,0.9231920273644028,0.5163655794514154
sample_441,1.160253291343602,0.4052285377234667
sample_442,0.07537424757921177,0.22736884351909037
sample_443,0.05428034786994801,0.3927016640424028
sample_444,0.16403664869536916,0.6953023554471068
sample_445,0.2583014156215802,0.731703329193597
sample_446,0.714133716353426,0.6475084802678339
sample_447,0.923757149915112,0.5549776072375018
sample_448,0.08531483936152245,0.35964860787262914
sample_449,0.06562277589361415,0.5113546353993527
sample_450,0.07477037908457443,0.6308277012318706
sample_451,0.11275764893440343,0.7180678053701829
sample_452,0.17958458544310113,0.7730749478142896
sample_453,0.27525118861066755,0.7958491285641907
sample_454,0.39975745843710264,0.7863903476198864
sample_455,0.5531033949224063,0.7446986049813764
sample_456,0.7352889980665792,0.6707739006486608
sample_457,0.1172474265476327,0.4629549718243194
sample_458,0.09895719932107966,0.6010342063544538
sample_459,0.1095066387533952,0.7068804791903828
sample_460,0.1488957448445795,0.780493790332106
sample_461,0.21712451759463253,0.8218741397796238
sample_462,0.3141929570035542,0.8310215275329359
sample_463,0.4401010630713446,0.8079359535920425
sample_464,0.5948488357980037,0.7526174179569436
sample_465,0.1711720091375423,0.537287935374161
sample_466,0.15428361815234443,0.6617403769077065
sample_467,0.16623489382601528,0.7539598567470465
sample_468,0.20702583615855494,0.8139463748921806
sample_469,0.27665644514996324,0.8416999313431094
sample_470,0.37512672080024023,0.8372205260998327
sample_471,0.5024366631093861,0.8005081591623502
sample_472,0.2470885871312512,0.5826474985221539
sample_473,0.23160203238740862,0.6934731470591105
sample_474,0.24495514430243487,0.7720658339018612
sample_475,0.28714792287632973,0.8184255590504066
sample_476,0.3581803681090933,0.8325523225047463
sample_477,0.45805248000072574,0.8144461242648805
sample_478,0.3449971605287595,0.5990336612682983
sample_479,0.3309124420262723,0.6962325168086658
sample_480,0.34566739018265374,0.7611984106548277
sample_481,0.389262004997904,0.7939313428067839
sample_482,0.461696286472023,0.7944313132645346
sample_483,0.4648977293300672,0.586446423612594
sample_484,0.4522148470689352,0.6700184861563725
sample_485,0.4683716314666721,0.7213575870059454
sample_486,0.5133680825232776,0.7404637261613127
sample_487,0.6067902935351744,0.5448857855550412
sample_488,0.5955092475153978,0.6148310551022307
sample_489,0.6130678681544899,0.6525433629552145
sample_490,0.7706748531440808,0.4743517470956397
sample_491,0.7607956433656595,0.5306702236462402
sample_492,0.9565514081567865,0.3748443082343896
sample_493,0.08632682715654341,0.0636548180341785
sample_494,0.06432501046704212,0.24385857861769422
sample_495,0.07116286043640951,0.3918293775070044
sample_496,0.10684037706464569,0.5075672147021091
sample_497,0.17135756035175065,0.5910720902030081
sample_498,0.26471441029772413,0.6423440040097015
sample_499,0.38691092690256634,0.6613829561221893
sample_500,0.5379471101662772,0.6481889465404717
sample_501,0.717822960088857,0.6027619752645483
sample_502,0.9265384766703055,0.5251020422944195
sample_503,1.1640936599106224,0.41520914763008504
sample_504,0.07401558574235331,0.22523856908018397
sample_505,0.05341560529420725,0.3918155366671107
sample_506,0.16465366390298167,0.6981486692626575
sample_507,0.2594123500903104,0.735793790072762
sample_508,0.7167264086055094,0.6553313823378418
sample_509,0.9268437614283132,0.5640446563711239
sample_510,0.0836963397319625,0.35784891972434074
sample_511,0.06449819552517189,0.5107990943146785
sample_512,0.07413971797724991,0.6315163072108108
sample_513,0.11262090708819666,0.7200005584127374
sample_514,0.17994176285801206,0.7762518479204583
sample_515,0.2761022852866962,0.8002701757339737
sample_516,0.40110247437424906,0.7920555418532835
sample_517,0.5549423301206705,0.751607946278388
sample_518,0.737621852525961,0.6789273890092866
sample_519,0.11536908912537125,0.46148586996664903
sample_520,0.09757278115993587,0.6008092515603978
sample_521,0.10861613985336915,0.707899671459941
sample_522,0.14849916520567125,0.7827571296652784
sample_523,0.217221857216842,0.8253816261764104
sample_524,0.3147842158868814,0.8357731609933369
sample_525,0.44118624121578953,0.8139317341160578
sample_526,0.5964279332035664,0.7598573455445732
sample_527,0.16903383392257934,0.5361494198071086
sample_528,0.15263936219849922,0.6618460084042684
sample_529,0.1650845571332878,0.7553096353072226
sample_530,0.2063694187269452,0.816540300515971
sample_531,0.27649394697947116,0.8455380040305142
sample_532,0.3754581418908659,0.8423027458508516
sample_533,0.5032620034611295,0.8068345259769835
sample_534,0.24469057412358672,0.5818395692457196
sample_535,0.2296979386408619,0.6939093648462904
sample_536,0.24354496981700585,0.7737461987526555
sample_537,0.28623166765201846,0.821350070964815
sample_538,0.3577580321458998,0.8367209814827691
sample_539,0.45812406329864985,0.8198589303065176
sample_540,0.34233930972839355,0.598556318282482
sample_541,0.328748510487024,0.6969993208864638
sample_542,0.3439973779045232,0.7632093617962399
sample_543,0.3880859119808912,0.7971864410118105
sample_544,0.46101411271612786,0.7989305585331754
sample_545,0.46198004073699966,0.5862996669173958
sample_546,0.44979107773698546,0.6711158765247884
sample_547,0.46644178139584,0.7236991244379756
sample_548,0.5119321517135632,0.7440494106569573
sample_549,0.6036127671494054,0.5450696151504609
sample_550,0.5928256403907465,0.6162590317612647
sample_551,0.6108781802909562,0.6552154866778629
sample_552,0.7672374889656103,0.47486616298167744
sample_553,0.7578521984483068,0.5324287865958922
sample_554,0.9528542061856144,0.37568931041104536
sample_555,0.0853279904347456,0.06124398947749021
sample_556,0.06382009300636202,0.24269189712462008
sample_557,0.07115186223684716,0.39190684307754464
sample_558,0.10732329812620103,0.5088888273362635
sample_559,0.17233440067442368,0.5936378499007767
sample_560,0.2661851698815149,0.6461539107710845
sample_561,0.3888756057474749,0.6664370099471866
sample_562,0.5404057082723035,0.6544871474290832
sample_563,0.7207754774560011,0.6103043232167741
sample_564,0.9299849132985674,0.5338885373102596
sample_565,1.1680340158000018,0.42523978970953946
sample_566,0.07275691122785397,0.22315832681411357
sample_567,0.05265085004082573,0.3909794414646546
sample_568,0.16537066643295317,0.7010450152510443
sample_569,0.2606232718813997,0.739934283124763
sample_570,0.7194190881799518,0.6632043165806857
sample_571,0.9300303602638735,0.573161737677582
sample_572,0.08217782742476168,0.3560992637488884
sample_573,0.06347360247908879,0.5102935854028405
sample_574,0.0736090441922845,0.632254945362587
sample_575,0.112584152564349,0.7219833436281278
sample_576,0.1803989275952821,0.7794787801994629
sample_577,0.277053369285084,0.8047412550765927
sample_578,0.4025474776337546,0.7977707682595169
sample_579,0.5568812526412938,0.7585673197482357
sample_580,0.740054694307702,0.6871309095427485
sample_581,0.1135907390254689,0.4600668002818147
sample_582,0.09628835032115121,0.6006343289391777
sample_583,0.10782562827570233,0.7089688959023351
sample_584,0.14820257288912206,0.785070501171287
sample_585,0.21741918416141054,0.8289391447460333
sample_586,0.31547546209256766,0.840574826626574
sample_587,0.44237140668259356,0.8199775468129091
sample_588,0.598107017931488,0.7671473053050387
sample_589,0.16699564602997546,0.5350609364128923
sample_590,0.15109509356701303,0.6620016720736663
sample_591,0.16403420776291935,0.7567094460402348
sample_592,0.20581298861769448,0.8191842583125977
sample_593,0.2764314361313382,0.8494261088907549
sample_594,0.3758895503038507,0.8474349977747067
sample_595,0.504187331135232,0.8132109249644528
sample_596,0.24239254843828137,0.5810816721421213
sample_597,0.22789383221667425,0.6943956148063063
sample_598,0.24223478265393594,0.7754765957762857
sample_599,0.2854153997500663,0.8243246150520596
sample_600,0.3574356835050653,0.8409396726336279
sample_601,0.45829563391893313,0.8253217685209906
sample_602,0.33978144625038664,0.5981290074695017
sample_603,0.32668456627013487,0.6978161571370978
sample_604,0.3424273529487518,0.7652703451104881
sample_605,0.3870098062862375,0.800491571389673
sample_606,0.4604319262825919,0.8034798359746522
sample_607,0.45916233946629126,0.5862029423950335
sample_608,0.44746729572739485,0.6722632990660404
sample_609,0.4646119186473671,0.726090694042842
sample_610,0.510596208226208,0.7476851273254378
sample_611,0.6005352280859955,0.5453034769187166
sample_612,0.5902420205884543,0.6177370405931347
